Nome Corso,Link,Descrizione per IA
SCIENZE INFERMIERISTICHE SPECIALISTICHE NELLE CURE INTENSIVE E NELL’EMERGENZA,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-infermieristiche-specialistiche-nelle-cure,"Il Corso di Laurea Magistrale in Scienze Infermieristiche Specialistiche nelle Cure intensive e nell'emergenza, classe LM/SNT1-B, è un percorso magistrale specialistico erogato in lingua italiana e in modalità convenzionale, proposto dall'Università degli Studi di Torino presso la sede ASL Città di Torino. Il CdS rappresenta la naturale prosecuzione dei percorsi triennali in Infermieristica e Infermieristica Pediatrica e intende formare professionisti con competenze avanzate per la presa in carico del paziente critico e instabile nei contesti di terapia intensiva, subintensiva, anestesia, blocco operatorio, pronto soccorso, DEA, osservazione breve e sistemi dell'emergenza-urgenza. In seguito alla pandemia da COVID-19, il DL 34/2020 ha previsto il rafforzamento strutturale della rete ospedaliera del SSN, anche mediante l'incremento dei posti letto di terapia intensiva e semi-intensiva e il potenziamento delle risorse professionali dedicate all'area critica. Parallelamente, il DM 70/2015 sugli standard ospedalieri e il DM 77/2022 sui modelli organizzativi e sulla continuità assistenziale hanno ulteriormente evidenziato la necessità di professionisti infermieri con competenze avanzate nella gestione del paziente critico e dei percorsi di emergenza-urgenza. In questo contesto, il DM 159/2026 ha introdotto il percorso specialistico LM/SNT1-B dedicato alle cure intensive e all'emergenza. A livello professionale e internazionale, gli standard FIMEUC-SIMEU, i framework della European Federation of Critical Care Nursing Associations (EfCCNa), dell'ESICM, dell'American Association of Critical-Care Nurses (AACN), dell'Emergency Nurses Association (ENA) e le indicazioni dell'Organizzazione Mondiale della Sanità sull'emergency and critical care supportano la necessità di percorsi universitari avanzati finalizzati allo sviluppo di competenze specialistiche nell'area critica e nell'emergenza-urgenza. Il percorso formativo è organizzato in insegnamenti integrati articolati in macro-aree relative a formazione/leadership/consulenza, evidence-based practice e implementation science, accertamento avanzato del paziente critico, pianificazione e procedure in area critica, triage e gestione dell'emergenza-urgenza, trattamenti assistenziali in area critica, percorsi assistenziali complessi, relazioni di cura ed etica clinica. Sono previste attività laboratoriali e di simulazione per 3 CFU e attività professionalizzanti per almeno 30 CFU, svolte in contesti di area critica ed emergenza sotto la supervisione di tutor professionali."
SCIENZE INFERMIERISTICHE SPECIALISTICHE NELLE CURE NEONATALI E PEDIATRICHE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-infermieristiche-specialistiche-nelle-cure-0,"Il Corso di Laurea Magistrale in Scienze Infermieristiche Specialistiche in Cure Neonatali e Pediatriche è inserito all'interno dei Corsi di Laurea Magistrale delle Professioni Sanitarie – LM/SNT1 ed è istituito ai sensi del Decreto Ministeriale n. 159 del 6 febbraio 2026. Il Corso è ad accesso programmato nazionale, ha durata di 2 anni e si conclude con un esame finale e il rilascio del titolo di Laurea Magistrale in Scienze Infermieristiche Specialistiche In Cure Neonatali e Pediatriche. L'ammissione è riservata ai candidati in possesso della laurea triennale abilitante alla professione sanitaria di infermiere (D.M. n. 739/1994) o di infermiere pediatrico (D.M. n. 70/1997), secondo le modalità stabilite annualmente dal bando di concorso. Il percorso formativo risponde all'esigenza, evidenziata dalla recente riforma della classe LM/SNT1 e confermata dal contesto internazionale, di formare figure di professionisti sanitari con una formazione culturale e professionale avanzata, atta ad intervenire con elevate competenze specialistiche nei processi assistenziali, relativi ai soggetti in età evolutiva, alle loro famiglie e alle comunità di afferenza. Inoltre, i laureati magistrali potranno ricoprire ruoli e funzioni dove sono richieste competenze specialistiche, nell'ambito della docenza universitaria e in altri ambiti con ruoli di consulenza e leadership, per l'innovazione e la riprogettazione di processi assistenziali, sviluppo di progetti di ricerca e integrazione di processi interprofessionali. Il raggiungimento delle competenze professionali avanzate si attua attraverso una formazione teorica (Moduli didattici inseriti all'interno di Insegnamenti previsti dal Piano di Studi) ed una formazione pratica (apprendimento in ambito clinico – Tirocinio) che include anche l'acquisizione di competenze relazionali."
SCIENZE INFERMIERISTICHE SPECIALISTICHE NELLE CURE PRIMARIE E INFERMIERISTICA DI FAMIGLIA E COMUNITÀ,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-infermieristiche-specialistiche-nelle-cure-1,"Il Corso di Laurea Magistrale in Scienze Infermieristiche Specialistiche nelle Cure primarie e Infermieristica di famiglia e comunità – classe LM/SNT1-B – dell'Università degli Studi di Torino, con sede ad Asti, è un percorso magistrale specialistico erogato in lingua italiana e in modalità convenzionale. Il Corso di Studio (da ora CdS) rappresenta la naturale prosecuzione dei percorsi triennali in Infermieristica e Infermieristica Pediatrica e mira a formare professionisti con competenze avanzate per la presa in carico di persone, famiglie e comunità. Il CdS nasce in risposta all'evoluzione dei bisogni di salute della popolazione, caratterizzata da cronicità, multimorbilità, fragilità e necessità di rafforzare l'assistenza territoriale. In coerenza con il Decreto Ministeriale (D.M. 77/2022), il paradigma della Primary Health Care e con i nuovi modelli di assistenza di prossimità, il percorso prepara professionisti capaci di operare nei servizi territoriali, domiciliari, residenziali e comunitari, promuovendo integrazione multiprofessionale, continuità delle cure, prevenzione, educazione alla salute e innovazione dei processi assistenziali. Il percorso formativo è organizzato in insegnamenti integrati relativi a macro-aree dedicate a management e formazione, ricerca applicata e innovazione, educazione e promozione della salute, processi clinico-assistenziali. Sono previste attività laboratoriali e di simulazione, strumenti digitali e attività professionalizzanti, svolte prevalentemente nei contesti territoriali e di comunità, sotto la supervisione di tutor professionali. I laureati e le laureate potranno assumere funzioni specialistiche, di leadership clinica, consulenza, coordinamento, formazione, tutorato, ricerca applicata e innovazione organizzativa in aziende sanitarie territoriali, ospedaliere e universitarie, nei servizi di cure primarie, domiciliari, residenziali, comunitari e nelle reti integrate di cura. Il titolo consente, inoltre, l'accesso a Master di secondo livello e Dottorato di ricerca. La dimensione internazionale è sostenuta dal riferimento ai principali modelli sul Primary Health Care, community-based nursing, promozione della salute, sanità digitale, one health e planetary health, favorendo l'apertura a esperienze di confronto, collaborazione scientifica e sviluppo professionale in contesti europei e internazionali. L'accesso al Corso di Laurea Magistrale Specialistico in cure territoriali e infermieristica di famiglia e comunità è a numero programmato, in base alla legislazione vigente, e prevede un esame di ammissione. L'iscrizione è subordinata al superamento, con esito positivo, della prova di ammissione regolamentata a livello nazionale, finalizzata alla verifica dell'adeguatezza della preparazione iniziale. Le modalità e la data dell'esame di ammissione sono definite annualmente dal MIUR. Il numero di studenti ammessi è stabilito in base alla programmazione regionale e nazionale e alla disponibilità di personale docente, di strutture didattiche (aule, laboratori) e di strutture assistenziali utilizzabili per la conduzione delle attività pratiche di tirocinio, coerentemente con le raccomandazioni dell'Unione Europea, applicando i parametri e le direttive predisposti dall'Ateneo e dalla Scuola di Medicina. Informazioni su bando di ammissione, posti disponibili, totale iscritti, tassa e scadenza iscrizione, dettaglio delle graduatorie (in fase di pubblicazione)."
SCIENZE INTERNAZIONALI,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-internazionali,"Il corso di laurea magistrale in Scienze internazionali offre competenze multidisciplinari avanzate essenziali per comprendere le principali dinamiche socio-politiche ed economiche del mondo contemporaneo e dunque prepararsi a operare efficacemente in vari settori professionali fortemente internazionalizzati. Gli insegnamenti, fra i quali due lingue straniere, sono organizzati in quattro profili: Peace and Conflict Studies, Studi Europei, China and Global Studies, Middle East and North Africa - MENA Politics. Con la supervisione dei docenti referenti, gli studenti e le studentesse possono peraltro costruire un percorso autonomo in funzione dei propri specifici interessi. Attraverso una didattica che integra costantemente lezioni frontali e attività che comportano un più diretto coinvolgimento delle studentesse e degli studenti (seminari, discussioni guidate, esercitazioni di gruppo, presentazioni, role play, laboratori, workshop, incontri con esperti e professionisti), ogni profilo si propone di trasmettere, insieme alle essenziali conoscenze avanzate, le competenze che consentiranno successivamente di attivarle nei diversi contesti lavorativi."
"SCIENZE INTERNAZIONALI, DELLO SVILUPPO E DELLA COOPERAZIONE",https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-internazionali-dello-sviluppo-e-della,"Scienze internazionali, dello sviluppo e della cooperazione risponde all'esigenza di creare professionalità con una spiccata consapevolezza e conoscenza delle dinamiche socio-politiche ed economiche che caratterizzano la realtà internazionale contemporanea. Il corso di laurea ha dunque un forte orientamento multidisciplinare e propone insegnamenti innovativi nei contenuti e nelle modalità didattiche. La prospettiva internazionalistica è presente sin dal primo anno, e si accentua a partire dal secondo. L'acquisizione e la costante applicazione di conoscenze economiche, geografiche, giuridiche, politologiche, sociologiche e storiche, con un adeguato supporto linguistico, consente agli/alle studenti/esse di cogliere i tratti emergenti di una società globale nella quale individui, stati, organizzazioni internazionali, ONG e imprese si stanno attrezzando per far fronte a sfide importanti e cogliere nuove opportunità. A completamento del percorso di formazione, nel terzo anno, lo/la studente/essa è incoraggiato/a a coltivare gli interessi maturati selezionando quei corsi che ritiene più utili a consolidare e a meglio delineare il proprio profilo, anche in funzione delle sollecitazioni che può aver ricevuto da esperienze di stage e mobilità internazionale."
SCIENZE LINGUISTICHE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-linguistiche,"Il Corso di laurea magistrale in Scienze Linguistiche dà la possibilità a chi abbia interesse verso lo studio della facoltà del linguaggio e delle lingue naturali (inclusi i dialetti e il loro impatto sul repertorio sociolinguistico italiano) di sviluppare conoscenze e abilità lungo tre direttrici distinte ma fortemente intrecciate tra loro: innanzitutto, l'apprendimento verrà guidato verso una conoscenza approfondita delle teorie e delle metodologie (in prospettiva sia sincronica che diacronica) di maggior rilievo e impiego nella linguistica contemporanea; in secondo luogo, verrà stimolata la capacità di applicare tali competenze alla descrizione scientifica dei sistemi linguistici per come sono accessibili all'indagine degli studiosi secondo metodologie diverse; infine, le conoscenze e capacità accumulate verranno indirizzate al trattamento e all'analisi concreta di dati linguistici appartenenti alle più diverse tipologie discorsive e testuali. Lo sviluppo di queste tre direttrici non costituisce soltanto il punto di partenza fondamentale per ogni prospettiva di ricerca scientifica nell'ambito della linguistica, ma può essere messo a frutto in diversi campi professionali. Oltre all'insegnamento di materie letterarie o linguistiche nella scuola, per le quali un'approfondita consapevolezza del funzionamento del linguaggio costituisce un requisito fondamentale, il laureato in Scienze Linguistiche, proprio per l'alto grado di consapevolezza sviluppato nel maneggiare i codici linguistici, può trovare sbocchi professionali nell'industria dell'editoria e delle comunicazioni, nei settori della mediazione culturale, della cooperazione internazionale e delle politiche di integrazione linguistica degli immigrati oltre che in tutte le attività connesse con la gestione del plurilinguismo, nell'ambito della comunicazione specialistica, con particolare attenzione all'ambito medico e clinico, e infine nella progettazione e valutazione di strumenti informatici per il trattamento di corpora linguistici e della comunicazione verbale. In questa prospettiva, la didattica offerta dal Corso di laurea magistrale dà spazio consistente ai seminari, con relazioni scritte e/o orali individuali, per sviluppare e verificare le capacità argomentative e comunicative che si intendono formare, e anche nella didattica frontale viene promossa la partecipazione attiva degli studenti. In una prospettiva maggiormente applicativa, per il tramite dei docenti opportunità di collaborazione in progetti sul territorio possono essere riconosciuti come parte delle attività formative."
SCIENZE NATURALI,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-naturali,"Il Corso di Laurea in Scienze Naturali, di durata triennale, ha come peculiarità la formazione interdisciplinare nei settori di base delle Scienze della Vita e della Terra. Il laureato sarà in grado di analizzare in modo integrato gli aspetti geologico-geografici, zoologici e botanici che caratterizzano gli ambienti naturali ed antropizzati. L'ingresso al Corso di Laurea prevede il superamento di un test di accertamento dei requisiti minimi che per l'a.a. 2026-2027 sarà erogato attraverso il TOLC-B di CISIA. Il mancato superamento del test o di una sua parte sulla base delle soglie stabilite dal Corso di Laurea, genererà degli Obblighi Formativi Aggiuntivi (OFA) che dovranno essere assolti entro il 1° anno di Corso tramite sistemi stabiliti dall'Ateneo. Nel mese di marzo dell'A.A. 2025-2026, il CDL ha accolto circa 30 studenti/esse provenienti dal semestre-filtro. Ciò ha implicato la perdita per questi studenti/esse dei corsi del primo periodo didattico. E' presumibile che tale situazione avrà ricadute non positive sugli indicatori ANVUR in particolare l'iC16, indicatore sul quale il Corso di Laurea si è adoperato per raggiungere valori pari alla media nazionale e per Area geografica. Gli/le studenti/esse potranno recuperare gli insegnamenti di Matematica e di Zoologia generale seguendo il corso offerto on line. Per quanto riguarda gli altri insegnamenti del primo semestre, Chimica generale ed inorganica con laboratorio, dovranno contattare il docente per verificare la possibilità di poter sostenere l'esame senza aver seguito le lezioni. Per il Corso Formazione sicurezza dovranno attendere l'A.A. 2026-2027. Tutti gli/le studenti/esse saranno obbligati/e a sostenere gli OFA a meno che non abbiano già svolto il TOLC-B e superate le soglie."
SCIENZE PEDAGOGICHE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-pedagogiche,"Il Corso di Laurea Magistrale in Scienze Pedagogiche fornisce avanzata e qualificata formazione nell'ambito delle scienze pedagogiche e dell'educazione, nonché delle discipline filosofiche, storiche, psicologiche, sociologiche e antropologiche finalizzate all'acquisizione di un complesso sapere teorico e operativo. Il laureato in Scienze Pedagogiche può essere impiegato all'interno di istituzioni scolastiche e formative, associazioni ed enti di promozione socio-culturale, fondazioni, organizzazioni di volontariato, strutture sociali a gestione pubblica o privata, assumendo la funzione di pedagogista; coordinatore di équipe socio-psico-pedagogiche; responsabile di organizzazioni educative e formative; esperto nella ricerca educativa e formativa in ambito universitario o di eccellenza; consulente nei servizi della formazione e della cooperazione delle ONG e del no-profit. Come da disposizioni del Decreto del Presidente della Repubblica n. 259 del 09.05.2017, recante disposizioni per la razionalizzazione ed accorpamento delle classi di concorso a cattedre e a posti di insegnamento, la Laurea Magistrale in Scienze Pedagogiche, solo se in possesso dei CFU nelle aree disciplinari specificate dal Decreto, costituisce requisito di accesso alla classe di concorso e di abilitazione per insegnare Filosofia, Psicologia e Scienze dell'educazione in alcuni indirizzi di studi della scuola secondaria superiore (classe di insegnamento ex 36/A, ora A-18: Filosofia e Scienze umane). In proposito, consultare con estrema attenzione il Decreto. In proposito, consultare con estrema attenzione il Decreto. Secondo la normativa vigente il corso di laurea consente di acquisire il titolo di pedagogista."
SCIENZE POLITICHE E SOCIALI,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-politiche-e-sociali,"Il Corso di Studi Triennale in Scienze Politiche e Sociali offre una formazione multidisciplinare negli ambiti storico, giuridico, sociologico, economico e politologico. L'obiettivo del corso è favorire l'acquisizione di strumenti analitici e critici indispensabili per interpretare e operare nel mondo politico e nella società contemporanea. Coerentemente con tale obiettivo, il percorso formativo è articolato come segue. Il primo anno è finalizzato all'acquisizione delle competenze di base e prevede un insieme di insegnamenti caratterizzanti comuni a tutti gli studenti. Nel secondo e terzo anno, la formazione interdisciplinare viene approfondita attraverso insegnamenti afferenti alle aree giuridica, economica, sociologica, storica e politologica, rispetto ai quali gli studenti possono esercitare opzioni formative in base ai propri interessi, con il supporto dei docenti del Corso. In questa fase del percorso è inoltre prevista una specifica preparazione metodologica, nonché l'inserimento di insegnamenti di lingue straniere, finalizzati a rafforzare le competenze analitiche e comunicative degli studenti."
SCIENZE RIABILITATIVE DELLE PROFESSIONI SANITARIE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-riabilitative-delle-professioni-sanitarie,"Il corso di studio magistrale si rivolge alle professioni sanitarie della riabilitazione (podologo, fisioterapista, logopedista, ortottista - assistente di oftalmologia, terapista della neuro e psicomotricità dell'età evolutiva, tecnico della riabilitazione psichiatrica, terapista occupazionale, educatore professionale). Nei due anni di corso, lo studente acquisirà le conoscenze scientifiche, i valori etici, le competenze professionali pertinenti le professioni sanitarie dell'ambito riabilitativo, approfondirà lo studio della disciplina e della ricerca specifica al fine di esprimere competenze avanzate di tipo assistenziale, riabilitativo, educativo e preventivo quale risposta ai bisogni di salute della popolazione e ai problemi di qualità dei servizi. Il corso di studi promuove un approccio integrato agli aspetti organizzativi e gestionali delle professioni sanitarie della riabilitazione e l'approfondimento delle conoscenze relative ai peculiari processi formativi e di ricerca, anche attraverso l'attività pratica (tirocinio) che, nei due anni, prevede numero 30 CFU."
SCIENZE STORICHE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-storiche,"Il Corso di Laurea magistrale in Scienze storiche intende dare una formazione specifica e approfondita nella storia del mondo antico, medievale, moderno e contemporaneo, a seconda degli interessi maturati da chi studia nel percorso triennale o in precedenti percorsi magistrali. Gli insegnamenti proposti mettono in condizione di acquisire a livello specialistico le conoscenze, i metodi, le pratiche degli studi storici e di utilizzare criticamente fonti e storiografia. Studenti e studentesse del Corso si confronteranno in modo innovativo e interdisciplinare con diverse prospettive analitiche e con i temi al centro del dibattito storiografico, tra i quali per esempio la storia globale e le storie di area (del mondo europeo e extra europeo); la public history; la storia economica e sociale, religiosa, ambientale, di genere; l'applicazione delle tecnologie digitali alla ricerca storica. Il percorso formativo prevede all'interno del biennio almeno 60 CFU nelle attività caratterizzanti, privilegiando in particolare le aree della Storia generale ed europea, della Storia politica e religiosa, degli strumenti per la ricerca storica. Nell'elenco delle attività affini e integrative sono previsti, per un totale di 18 CFU, i SSD essenziali alla formazione dello studente secondo gli obiettivi specifici della classe di laurea e gli interessi degli studenti (che possono così scegliere di approfondire i complementari ambiti letterari, artistici, filosofici, ecc.), tenendo anche conto dei requisiti necessari per l'accesso all'insegnamento."
SCIENZE STRATEGICHE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-strategiche,"Il Corso di Laurea Magistrale in Scienze Strategiche intende preparare professioniste/i in grado di operare nei ruoli direttivi di organizzazioni pubbliche e private e in istituzioni a livello nazionale e internazionale, attive negli ambiti della sicurezza e della difesa. In particolare il CdLM in Scienze Strategiche, collocato nella classe delle Lauree Magistrali della Difesa e della Sicurezza, è volto a preparare esperte/i dotate/i di spiccata consapevolezza e conoscenza degli aspetti tecnici, giuridici, storico-politici, sociali, antropologici ed economici che intervengono nei diversi e complessi eventi che si manifestano nella sfera della sicurezza nell'attuale scenario internazionale; accanto a tali professionalità orientate ad attività operative spesso in cooperazione e in sinergia con le attività assegnate a task-forces militari, lo stesso Corso di Studi è in grado di preparare ad attività di ricerca in specifici percorsi in ambito accademico o presso agenzie e think tank nazionali e ancor più internazionali. Le finalità formative del CdLM in Scienze Strategiche, infatti, derivano dalla constatazione della profonda trasformazione attraversata dal settore della difesa e della sicurezza non solo nelle istituzioni militari ma anche in numerosi segmenti, vecchi e nuovi, della società in generale, delle istituzioni governative, delle organizzazioni internazionali e nazionali non governative, delle aziende che si muovono su molti terreni collegati alla gestione di questi aspetti, e che hanno visto una fortissima implementazione dell'incontro tra funzioni propriamente militari e competenze civili. La formazione offerta consente di articolare, pur nel comune orientamento specifico al settore della difesa e della sicurezza, una pluralità di expertise sufficientemente differenziate per coprire le esigenze operative nei diversi campi attinenti. Le/Gli studenti potranno infatti specializzare le loro conoscenze in ambito storico-istituzionale e politologico, misurarsi con le trasformazioni delle relazioni internazionali, delle istituzioni militari e della gestione dei conflitti, approfondendone anche le implicazioni economiche e giuridiche. Non mancherà lo sviluppo di conoscenze relative agli aspetti sociologici, tecnici e gestionali delle grandi organizzazioni, in particolare militari ma anche amministrative o dell'economia privata. Sarà possibile costruire inoltre profili orientati ad una qualificazione logistica o economico-amministrativa applicabile nelle grandi organizzazioni. Una attenzione particolare, in tutti gli ambiti, sarà rivolta alla connotazione internazionale dei problemi affrontati. In questa chiave saranno proposti insegnamenti in lingua inglese utili a definire un profilo coerente ai canoni di condivisione europea previsti per i paesi aderenti al Bologna Process."
SCIENZE STRATEGICHE E DELLA SICUREZZA,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-strategiche-e-della-sicurezza,"Il Corso di Laurea in Scienze Strategiche e della Sicurezza è rivolto a creare, in ambito non militare, delle professionalità dotate di una spiccata consapevolezza e conoscenza degli aspetti tecnici, giuridici, storico-politici, sociali, antropologici ed economici che afferiscono alla sfera della sicurezza nell'attuale scenario internazionale, e che siano in grado di integrarsi, ove necessario, con le attività svolte dai reparti militari. Nell'attuale situazione globale il settore della difesa e della sicurezza vede infatti una trasformazione profonda che interessa tanto le istituzioni militari quanto rinnovati segmenti del mondo civile, delle istituzioni governative, delle organizzazioni internazionali e nazionali non governative, delle aziende che si muovono su molti terreni collegati alla gestione di questi aspetti, e che richiedono un incontro tra funzioni propriamente militari e competenze civili. Il Corso di Laurea in Scienze Strategiche e della Sicurezza si rivolge proprio a questo ampio campo di intervento proponendosi di sviluppare, a diversi livelli, conoscenze e abilità per professionalità nuove o rinnovate, capaci di rispondere alle complesse problematiche indicate, fornendo competenze diversificate (ma integrate) negli ambiti disciplinari giuridici, economico-sociali, tecnico-scientifici, storico-politologici e socio-antropologici, unitamente ad abilità operative che facilitino le attività congiunte o in relazione a quelle condotte da unità militari. Il primo biennio fornisce competenze di base nelle aree sopra indicate, il terzo anno completa questo percorso favorendo la definizione di profilli orientati ad una qualificazione politologico-organizzativa a forte connotazione internazionale. Una particolare attenzione, in chiave di internazionalizzazione della formazione, viene dedicata agli scambi Erasmus. Il Corso di laurea in scienze strategiche e della Sicurezza ha come riferimento preferenziale la Laurea Magistrale in Scienze Strategiche, ma fornisce i requisiti per un ampio numero di lauree magistrali di tipo politologico-internazionalistico o anche economico-gestionale. Per l'ammissione al corso è previsto un esame di ammissione con 64 posti totali messi a concorso, distinti per categoria amministrativa, di cui:"
SCIENZE STRATEGICHE E MILITARI,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-strategiche-e-militari,"Il Corso di Laurea Magistrale in Scienze Strategiche e Militari è riservato alle/agli Ufficiali dell'Esercito Italiano che abbiano conseguito il titolo di Laurea di primo livello in Scienze Strategiche. Tale Corso di Laurea è stato progettato nella stessa classe per soddisfare l'esigenza dell'Esercito Italiano volta ad avere un percorso formativo adeguato a costruire la figura professionale dell'Ufficiale dell'Esercito, e si struttura quindi nei due periodi di formazione triennale e magistrale, come un ciclo unico di formazione. Il Corso di Laurea Magistrale in Scienze Strategiche e Militari risponde all'esigenza di approfondire la conoscenza degli aspetti tecnici, giuridici, storico-politici, sociali, economici e strategici che afferiscono all'area della difesa e della sicurezza in contesti di conflitto convenzionale e di conflitto asimmetrico. Esso si prefigge pertanto lo scopo di costruire e consolidare una figura di militare professionista di livello direttivo, dotata di competenze multi e inter-disciplinari volte all'esercizio del comando e della direzione connessi all'organizzazione, preparazione e gestione di personale, mezzi e materiali specifici oltre a procedure di carattere logistico e amministrativo, per il funzionamento delle strutture militari. Va sottolineato, per meglio comprendere la scelta degli ambiti formativi e delle conseguenti discipline, che questo Corso di Laurea è concepito in diretto collegamento con il Corso di Laurea di primo livello in Scienze Strategiche che lo precede come inevitabile requisito di ammissione, rappresentando quindi un'intenzione di corso di laurea a ciclo unico quinquennale, non potendosi altrimenti configurare la formazione di una figura professionale così complessa come quella dell'Ufficiale dell'Esercito."
SCIENZE VITICOLE ED ENOLOGICHE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-viticole-ed-enologiche,"Il Corso di Laurea Magistrale Interateneo Internazionale in Scienze Viticole ed Enologiche (SVE), realizzato in convenzione tra gli Atenei di Torino (capofila), Milano, Palermo Foggia e Sassari, raccoglie l'eredità di una lunga e proficua attività didattico-scientifica che fu avviata dal prof. Giovanni Dalmasso, presso l'Università di Torino, con l'istituzione del Corso di Specializzazione Post-Laurea in Viticoltura ed Enologia (1949), convertito (nel 1982) nella Scuola di Specializzazione in Viticoltura ed Enologia, poi Scuola di Scienze Viticole ed Enologiche, unica sede in Italia, che fu frequentata da laureati provenienti da tutto il territorio nazionale e dall'estero. Questa tradizione ispirò l'istituzione del Corso di Laurea Specialistica in Scienze Viticole ed Enologiche (D.M. 509/1999), trasformato infine nell'attuale Corso di Laurea Magistrale in Scienze Viticole ed Enologiche (D.M. 270/2004). Una ulteriore evoluzione di questo corso di studio si è avuta con la realizzazione di un forte grado di internazionalizzazione attraverso la partecipazione al Consorzio EMaVE (European Master of Viticulture and Enology). Il Corso di Laurea Magistrale SVE costituisce una naturale prosecuzione del percorso formativo per i/le laureati/e di primo livello in Viticoltura ed Enologia, Tecnologie Alimentari, Scienze Gastronomiche, ma richiama anche laureati/e in settori affini, a partire dal settore delle Scienze e Tecnologie Agrarie. Il Corso di Laurea, oltre a una solida connotazione tecnico-scientifica, ha anche una forte connotazione pratica e sviluppa attività presso centri di ricerca o grandi aziende vitivinicole, italiane o straniere, nell'ambito di tirocini guidati da tutor qualificati. Gli interventi formativi sono quindi improntati alla interdisciplinarietà e all'acquisizione di competenze nella risoluzione di problemi complessi posti dalla gestione dei sistemi produttivi viticoli ed enologici in rapporto al contesto territoriale, nonché della capacità di progettare e utilizzare approcci avanzati nella produzione, commercializzazione e promozione del vino. Non manca lo studio di aspetti nutrizionali per una visione più completa del sistema produttivo. Sono attivi due curricula: 'Fondamentale', erogato in lingua italiana ed inglese, rivolto principalmente ai/alle laureati/e in Viticoltura ed Enologia; 'International', erogato in lingua inglese, dedicato principalmente ai/alle laureati/e in altri settori nonché ai/alle laureati/e stranieri. Al secondo anno di corso ogni studente sceglie tra i vari insegnamenti offerti dalle diverse sedi consorziate (Torino, Milano, Palermo, Foggia e Sassari) organizzati in tre tracks: ‘Personal', ‘Table grape' e ‘ Wine diversity, authenticity and safety'. Oppure possono scegliere di frequentare percorsi formativi di sedi con cui esistono accordi di collaborazione (Padova, Udine, Verona), sedi presso cui viene condotto anche il lavoro di tesi ed il tirocinio curricolare. Il secondo anno può essere svolto anche presso una delle sedi del Consorzio Europeo EMaVE (Italia: LM Torino-Milano-Palermo-Foggia-Sassari; LM Padova-Udine-Verona; Francia: L'Institut Agro Montpellier; Svizzera: Changins-Hes.so University; Germania: Hochschule Geisenheim University; Spagna: Universidad Politécnica de Madrid; Portogallo: Universidade do Lisboa/Instituto Superior de Agronomia). La frequenza del secondo anno presso un partner straniero consente in alcuni casi di ottenere il doppio diploma, quello del secondo Paese e quello Italiano. 1. Sono ammessi al Corso di Laurea Magistrale Interateneo Internazionale in Scienze Viticole ed Enologiche, ad accesso non programmato, i/le laureati/e di I livello in possesso di sufficiente ed ampia conoscenza del sistema viticolo-enologico. Pertanto sono ammessi al corso di Laurea Magistrale laureati/e, provenienti da qualunque sede italiana, in possesso di un diploma di laurea in Classe L25 o Classe L26 (o classe 20 ex. DM 509) che abbiano raggiunto sufficienti competenze nel campo delle discipline viticole, enologiche ed agroalimentari. La verifica del possesso dei requisiti curriculari e di adeguata personale preparazione avviene previo superamento di un colloquio, anche di carattere orientativo, finalizzato a verificare l'adeguatezza della personale preparazione dei/delle candidati/e. Per poter accedere alla prova di verifica è richiesto il possesso dei seguenti requisiti curriculari minimi, da documentare allegando alla domanda on-line di iscrizione alla laurea magistrale autocertificazione del titolo di studio e degli esami sostenuti e, per gli/le studenti provenienti da altro Ateneo non in convenzione o altro Dipartimento, copia dei programmi degli insegnamenti sostenuti: - almeno n. 30 CFU in uno o più dei seguenti SSD (o equipollenti in accordo con il nuovo Decreto Ministeriale n. 639 del 02-05-2024): AGRI-02/A, AGRI-03/A, AGRI-06/B, AGRI-07/A, AGRI-08/A. Possono sostenere la verifica del possesso dei requisiti curricolari minimi anche studenti con diploma di laurea in una classe differente da quelle sovrariportate. Per gli/le studenti in possesso di un titolo di studio straniero la procedura da seguire è quella proposta da Apply@Unito – University of Turin. 2. Sono date per acquisite un'adeguata capacità di utilizzo dei principali strumenti informatici (elaborazione di testi, utilizzo di fogli elettronici di calcolo, progettazione e gestione di database, utilizzo di strumenti di presentazione) ed una capacità di utilizzo fluente, in forma scritta e orale, della lingua inglese, corrispondente almeno al livello B2."
